movie,certificate
A Tale of Two Sisters,R
One Night in Miami...,R
The Brand New Testament,Not Rated
Trash,R
Brother,R
Woman of the Year,Passed
Hang 'Em High,Approved
Curse of the Golden Flower,R
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,R
Alfie,Unrated
People Like Us,PG-13
The Fountainhead,Approved
Kingpin,PG-13
Affliction,R
Wicker Park,PG-13
Something Wild,R
The Emerald Forest,R
The Fabulous Baker Boys,R
Hector and the Search for Happiness,R
Traitor,PG-13
Silver Streak,PG
Radio Flyer,PG-13
Body Double,R
The American President,PG-13
Elizabeth: The Golden Age,PG-13
"Don't Worry, He Won't Get Far on Foot",R
Simon Birch,PG
Fresh,R
Bumblebee,PG-13
Road House,R
City of Angels,PG-13
Rio Lobo,G
The Brothers Bloom,PG-13
Me and Orson Welles,PG-13
Uncle Boonmee Who Can Recall His Past Lives,Not Rated
The Angel,TV-MA
Disobedience,R
Mamma Mia! Here We Go Again,PG-13
Ender's Game,PG-13
Run All Night,R
Fear Street: Part Three - 1666,R
Miracle on 34th Street,PG
Murder on the Orient Express,PG-13
Armageddon Time,R
A Walk Among the Tombstones,R
Life as We Know It,PG-13
Harold & Kumar Escape from Guantanamo Bay,R
Time of the Wolf,R
Kika,Unrated
AlienÂ³,R
Black Sea,R
Night Watch,R
Down in the Valley,R
Scream,R
Operation Fortune: Ruse de Guerre,R
Red Dawn,PG-13
Jack the Giant Slayer,PG-13
Every Which Way But Loose,PG
Tightrope,R
Red Lights,R
Shanghai Knights,PG-13
Femme Fatale,R
The Eagle,PG-13
The Libertine,R
Sommersby,PG-13
Anywhere But Here,PG-13
San Andreas,PG-13
The Huntsman: Winter's War,PG-13
Gunpowder Milkshake,R
Devil's Knot,Not Rated
Shallow Hal,PG-13
The Substitute,R
The Net,PG-13
The Best Little Whorehouse in Texas,R
Kama Sutra: A Tale of Love,R
Hope Floats,PG-13
The Rite,PG-13
Firestarter,R
Leatherheads,PG-13
Vesper,Not Rated
Dinner for Schmucks,PG-13
Daylight,PG-13
Heartless,
Airport '77,PG
Vox Lux,R
Memory,R
Black Crab,TV-MA
Mission to Mars,PG
Mighty Joe Young,PG
The Gingerbread Man,R
Men in Black: International,PG-13
Ali Baba and the Seven Dwarfs,
Green Lantern,PG-13
"Welcome Home, Roscoe Jenkins",PG-13
Gabriel,R
Love in the Villa,TV-14
Outside the Wire,R
Popeye,PG
Point Break,PG-13
Aftermath,TV-MA
Are You Here,R
Exorcist: The Beginning,R
Universal Soldier: Day of Reckoning,R
The Women,PG-13
2067,Not Rated
Memento,R
The Grand Illusion,Not Rated
Donnie Darko,R
Manon of the Spring,PG
Edge of Tomorrow,PG-13
Wonder,PG
Charade,Passed
Togo,PG
The Conformist,R
"4 Months, 3 Weeks and 2 Days",Not Rated
Alice in the Cities,Not Rated
Before the Rain,Not Rated
The Gentlemen,R
Remember the Titans,PG
Midnight Cowboy,R
The Conversation,PG
Joji,
Star Trek II: The Wrath of Khan,PG
Being John Malkovich,R
Evil,Not Rated
Superbad,R
Baby Driver,R
The Butterfly Effect,R
Falling Down,R
Sabrina,Passed
The Boy Who Harnessed the Wind,TV-PG
And Then We Danced,Not Rated
Cell 211,
The Insult,R
Miss Lovely,Not Rated
28 Days Later,R
Promising Young Woman,R
Total Recall,R
Stranger Than Fiction,PG-13
Pain and Glory,R
Memories,PG-13
Meet Me in St. Louis,Passed
Frantz,PG-13
Mesrine: Killer Instinct,R
Open Hearts,R
Scrooge,G
Mondays in the Sun,R
Body Heat,R
Jacob's Ladder,R
High Fidelity,R
Straw Dogs,R
The Postman Always Rings Twice,Passed
Sweet Bean,Not Rated
Hope and Glory,PG-13
Viva Zapata!,Approved
Once Upon a Time in China II,R
Mardaani,Not Rated
Fracture,R
Chicago,PG-13
Angel Heart,X
Animal Kingdom,R
Chasing Amy,R
1984,R
Remember Me,PG-13
First Reformed,R
Casualties of War,R
The Big Red One,R
The Messenger,R
The Savages,R
Made in Dagenham,R
Hannah Arendt,Not Rated
The Foreigner,R
Confessions of a Dangerous Mind,R
The Return of the Pink Panther,G
The Grand Seduction,PG-13
The Boxer,R
What Dreams May Come,PG-13
The Trip,TV-MA
Coma,PG
Zabriskie Point,R
Goya's Ghosts,R
The Maze Runner,PG-13
Peter Pan,PG
City Slickers,PG-13
The Thomas Crown Affair,R
Unknown,PG-13
Working Girl,R
Sea of Love,R
The Debt,R
Dolphin Tale,PG
Red Road,Not Rated
Alone,
Tanu Weds Manu,Not Rated
Under the Tuscan Sun,PG-13
Let Him Go,R
American Reunion,R
Return to Oz,PG
Gangster Squad,R
I Am Mother,TV-14
Crossing Over,R
Used Cars,R
The Last Days of Disco,R
Rachel Getting Married,R
Albert Nobbs,R
Borgman,Not Rated
30 Days of Night,R
The Informer,R
Psycho II,R
Macbeth,R
Twister,PG-13
My Policeman,R
Never Back Down,PG-13
Cliffhanger,R
Hostage,R
The Bookshop,PG
The Dream Team,PG-13
The Unknown Girl,Unrated
Luckiest Girl Alive,R
The Longest Yard,PG-13
Sputnik,Not Rated
Grudge Match,PG-13
The High Note,PG-13
Godzilla vs. Kong,PG-13
The Chronicles of Narnia: The Voyage of the Dawn Treader,PG
Criminal,R
Sand Castle,TV-MA
About Last Night,R
Entrapment,PG-13
Don't Say a Word,R
Celebrity,R
Greedy,PG-13
Dark Shadows,PG-13
Alice Through the Looking Glass,PG
Dark Places,R
A Chorus Line,PG-13
Manhattan Night,R
Billy Lynn's Long Halftime Walk,R
Monkey Shines,R
Day Shift,R
The Golden Compass,PG-13
The Karate Kid Part II,PG
Let Them All Talk,R
Flight of the Phoenix,PG-13
The Front Runner,R
Project Power,R
The Condemned,R
The Chamber,R
Georgia Rule,R
Why Did I Get Married?,PG-13
Blade: Trinity,R
High Life,R
The Princess Diaries 2: Royal Engagement,G
Footloose,PG-13
Jack,PG-13
Air America,R
Bad News Bears,PG-13
X-Men: Dark Phoenix,PG-13
Velvet Buzzsaw,R
The Meg,PG-13
You Don't Mess with the Zohan,PG-13
Diana,PG-13
5 Days of War,R
Couples Retreat,PG-13
Navy Seals,R
Father Figures,R
House of Wax,R
Conan the Barbarian,R
Freedomland,R
How It Ends,TV-MA
The Haunting,PG-13
The Intouchables,R
Rear Window,PG
My Father and My Son,Not Rated
Life and a Day,
Planet of the Apes,G
Checkmate,18+
The Straight Story,G
Fail Safe,Approved
The Diving Bell and the Butterfly,PG-13
District 9,R
The Philadelphia Story,Not Rated
Talk to Her,R
Evangelion: 2.0 You Can (Not) Advance,
Orpheus,Not Rated
Boyz n the Hood,R
Jujutsu Kaisen 0,PG-13
The Asphalt Jungle,Passed
Hud,Passed
The Island,PG-13
The Last of the Mohicans,R
Crash,R
The Second Mother,R
The Official Story,Not Rated
Escape from Alcatraz,PG
The Body,Not Rated
After the Thin Man,Passed
Europa,R
Europa Europa,R
Lovers of the Arctic Circle,R
The Last: Naruto the Movie,TV-14
The Conjuring,R
Scott Pilgrim vs. the World,PG-13
We Need to Talk About Kevin,R
Weathering with You,PG-13
The Long Goodbye,R
The City of Lost Children,R
The Sweet Hereafter,R
The Spy Who Came in from the Cold,Approved
The Desperate Hours,Approved
Alexander Nevsky,Not Rated
Last Life in the Universe,R
Witness,R
The Ice Storm,R
The Haunting,G
Akeelah and the Bee,PG
Bring Me the Head of Alfredo Garcia,R
Smoke,R
The Band Wagon,Passed
Heaven Can Wait,Passed
The Monster,R
Snow Cake,Not Rated
Yahsi Bati,
Blue Valentine,R
Official Secrets,R
Alice Doesn't Live Here Anymore,PG
The Wanderers,R
Get Carter,R
Grand Hotel,Not Rated
The Age of Adaline,PG-13
Mean Streets,R
The Courier,PG-13
The Crying Game,R
Crazy Heart,R
Scarecrow,R
Fahrenheit 451,Not Rated
Defending Your Life,PG
The Taste of Others,R
Pitch Perfect,PG-13
The Unforgivable,R
The Call,TV-MA
The Dig,PG-13
"Definitely, Maybe",PG-13
American Underdog,PG
Beautiful Girls,R
Tracks,PG-13
The Whistleblower,R
99 Homes,R
Time After Time,PG
Eye of the Needle,R
Forever Strong,PG-13
Italiensk for begyndere,R
Super 8,PG-13
22 Jump Street,R
Ralph Breaks the Internet,PG
Soul Surfer,PG
Sid and Nancy,R
Mansfield Park,PG-13
Fisherman's Friends,PG-13
Cul-de-sac,Not Rated
The Trip,Not Rated
High Heels,R
Department Q: A Conspiracy of Faith,Not Rated
Tokyo!,Unrated
They Call Me Jeeg,
Sorry to Bother You,R
Overboard,PG
The Meyerowitz Stories,TV-MA
Kill the Messenger,R
The Last Station,R
Thor: The Dark World,PG-13
Panic Room,R
Tolkien,PG-13
Stonehearst Asylum,PG-13
Six Degrees of Separation,R
Red Sun,PG
Miss You Already,PG-13
Love & Other Drugs,R
Violent Night,R
Bend It Like Beckham,PG-13
Blast from the Past,PG-13
Swing Kids,PG-13
The Paper,R
Elegy,R
Cinayet SÃ¼sÃ¼,
Resurrecting the Champ,PG-13
Venom,PG-13
The Incredible Hulk,PG-13
Whiskey Tango Foxtrot,R
Midnight Special,PG-13
The Cat o' Nine Tails,GP
Boston Strangler,R
The Girl on the Train,R
The Interview,R
City of Lies,R
Last Holiday,PG-13
The Program,R
Casanova,R
Nell,PG-13
The Ballad of Jack and Rose,R
Hollywood Ending,PG-13
White Hunter Black Heart,PG
Rat Race,PG-13
The Mountain Between Us,PG-13
New Nightmare,R
Beauty and the Beast,PG-13
Snitch,PG-13
Flawless,R
The Water Horse,PG
Thanks for Sharing,R
Stop-Loss,R
Witching and Bitching,Not Rated
The Conjuring: The Devil Made Me Do It,R
The Change-Up,R
Dumbo,PG
To Rome with Love,R
DÃ¼gÃ¼n Dernek 2: SÃ¼nnet,
Adoration,R
Dorian Gray,R
Save the Last Dance,PG-13
Innocent Blood,R
Mother's Day,R
One Missed Call,R
The Lost City,PG-13
Marry Me,PG-13
The Sweeney,R
Cargo,
Free Willy,PG
6 Souls,R
Overboard,PG-13
The Christmas Chronicles: Part Two,PG
Night Moves,R
Bordertown,R
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13
The Captive,R
Step Up All In,PG-13
Waiting for the Barbarians,
Pawn Shop Chronicles,R
The Distinguished Gentleman,R
Hollow Man,R
Something Borrowed,PG-13
The Divide,R
To the Wonder,R
Extinction,R
Fool's Gold,PG-13
Jumping the Broom,PG-13
Gunjan Saxena: The Kargil Girl,TV-14
Killerman,R
Bird Box: Barcelona,TV-MA
The Karate Kid Part III,PG
Magic Mike's Last Dance,R
The Mummy: Tomb of the Dragon Emperor,PG-13
The 5th Wave,PG-13
High School Musical 3: Senior Year,G
Kill Bill: Vol. 1,R
Ratatouille,G
Ace in the Hole,Approved
CODA,PG-13
Mildred Pierce,Approved
Kes,PG-13
Whisper of the Heart,G
The Devils,R
Johnny Got His Gun,R
The Killer,R
Bonnie and Clyde,R
The Broken Circle Breakdown,Not Rated
Ball of Fire,Approved
The Florida Project,R
United 93,R
Rebel Without a Cause,PG-13
Star Trek: First Contact,PG-13
Mass,PG-13
Bloody Sunday,R
Control,R
Leaving Las Vegas,R
Blow-Up,Not Rated
The Omen,R
Cure,Not Rated
Spellbound,Approved
You Can Count on Me,R
Lenny,R
Charley Varrick,PG
La CÃ©rÃ©monie,Not Rated
Tekkonkinkreet,R
A Day at the Races,Passed
Sarah's Key,PG-13
Air,R
Scream,R
Moonlight,R
The Goodbye Girl,PG
Drunken Master,PG-13
Places in the Heart,PG
If....,R
Hombre,Approved
Two for the Road,Not Rated
Ghost World,R
Much Ado About Nothing,PG-13
Local Hero,PG
A Star Is Born,Passed
The Beast of War,R
The Road,R
The Bank Job,R
Runaway Train,R
The Hudsucker Proxy,PG
Reversal of Fortune,R
A Hard Day,Not Rated
Salyut-7,
Human Capital,Not Rated
Missing,PG-13
Forgetting Sarah Marshall,R
Monster's Ball,R
The Decameron,R
The Accused,R
Dangerous Beauty,R
A Brilliant Young Mind,PG-13
36th Precinct,Not Rated
RED,PG-13
The Italian Job,PG-13
The Protector,R
The Water Diviner,R
8 Women,R
Extreme Job,Not Rated
The Last Kingdom: Seven Kings Must Die,TV-MA
Pineapple Express,R
Whip It,PG-13
Labor Day,PG-13
At Eternity's Gate,PG-13
At Close Range,R
High Society,Not Rated
Return to Paradise,R
A United Kingdom,PG-13
Chaman Bahaar,
Hanna,PG-13
Great Expectations,R
Trouble with the Curve,PG-13
The Electrical Life of Louis Wain,PG-13
Chisum,G
Florence Foster Jenkins,PG-13
Night Train to Lisbon,R
Victoria & Abdul,PG-13
Ondine,PG-13
Populaire,R
The Gift,R
Damage,R
Colette,R
Apt Pupil,R
Moxie,PG-13
Stir Crazy,R
The Shipping News,R
Last Love,Not Rated
Tallulah,
Powder,PG-13
Toy Soldiers,R
French Kiss,PG-13
Tommy,PG
The Girl with All the Gifts,R
Hands of Stone,R
Max,PG
The Door in the Floor,R
Transsiberian,R
Words and Pictures,PG-13
Go Goa Gone,Not Rated
The River Wild,PG-13
The Choice,PG-13
Funny Games,R
The Secret of My Success,PG-13
Flash Gordon,PG
3096 Tage,
White Boy Rick,R
The Endless,Not Rated
Purple Rain,R
Total Eclipse,R
Facing the Giants,PG
Vizontele Tuuba,
Shaft,R
Unlawful Entry,R
Splash,PG
The Family,R
Womb,Not Rated
Revolver,R
Secret in Their Eyes,PG-13
Repo Men,R
Gaslight,
Coma,TV-MA
Gung Ho,PG-13
The Hard Way,R
Bandslam,PG
The Crossing Guard,R
Malignant,R
Scream 4,R
Kindergarten Cop,PG-13
Spenser Confidential,R
The Devil's Own,R
Color Out of Space,Unrated
Why Him?,R
The Card Counter,R
American Assassin,R
The Cursed,R
Lady and the Tramp,PG
The Hummingbird Project,R
Maps to the Stars,R
City Hall,R
Gringo,R
27 Dresses,PG-13
I Am Number Four,PG-13
Push,PG-13
Mercury Rising,R
Chasing Liberty,PG-13
Rememory,PG-13
The Invisible Woman,R
The Gambler,R
The Jungle Book,PG
The Object of My Affection,R
Dying Young,R
Barbershop: The Next Cut,PG-13
Trapped in Paradise,PG-13
The Prince and Me,PG
Sudden Death,R
Amelia,PG
Identity Thief,R
Pan,PG
Pacific Rim: Uprising,PG-13
Inheritance,TV-MA
Night School,PG-13
Senior Year,R
The Little Stranger,R
The Dilemma,PG-13
Mutant Chronicles,R
Made in America,PG-13
Halloween Ends,R
Temptation: Confessions of a Marriage Counselor,PG-13
LÃ©on: The Professional,R
Sunset Blvd.,Passed
Filantropica,
Aparajito,Not Rated
Yojimbo,Not Rated
Throne of Blood,Not Rated
Nights of Cabiria,Not Rated
Innocence,
Day of Wrath,Not Rated
Butch Cassidy and the Sundance Kid,PG
Central Station,R
Vizontele,
In the Heat of the Night,Approved
The Return,Not Rated
The Rules of the Game,Not Rated
Berserk: The Golden Age Arc III - The Advent,Not Rated
Ninotchka,Not Rated
Mamma Roma,Not Rated
Lucky Number Slevin,R
Billy Elliot,R
Goldfinger,PG
My Dinner with Andre,PG
Joint Security Area,Not Rated
Nightmare Alley,Passed
The Enigma of Kaspar Hauser,Not Rated
Let's Sin,
Gilda,Approved
The Royal Tenenbaums,R
True Grit,PG-13
Johnny Guitar,Not Rated
Leave Her to Heaven,Passed
The Illusionist,PG-13
The Hours,PG-13
"Love, Simon",PG-13
Chor Nikal Ke Bhaga,TV-MA
Mystery Train,R
The Picture of Dorian Gray,Not Rated
Away from Her,PG-13
Distant,Not Rated
Bang Boom Bang - Ein todsicheres Ding,
Behzat Ã‡.: Seni Kalbime GÃ¶mdÃ¼m,
Sing 2,PG
American Graffiti,PG
Buffalo '66,R
Dirty Rotten Scoundrels,PG
Gallipoli,PG
Pierrot le Fou,Not Rated
All the King's Men,Approved
Before the Fall,
The Good Lie,PG-13
Where Do We Go Now?,PG-13
Limonata,
Precious,R
Nobody's Fool,R
Pusher,Not Rated
I Can Only Imagine,PG
Richard III,R
Grease,PG
8 Mile,R
Dr. No,PG
Palmer,R
Star Trek VI: The Undiscovered Country,PG
Brick,R
Words on Bathroom Walls,PG-13
The Madness of King George,PG-13
Educating Rita,PG
The Spanish Prisoner,PG
Talk Radio,R
Mine vaganti,Not Rated
Il Divo,Not Rated
Happy Accidents,R
Common Wealth,R
Mission: Impossible,PG-13
Seven Psychopaths,R
The Frighteners,R
Don't Look Now,R
The Panic in Needle Park,PG
Big Jake,PG-13
Diner,R
Benny's Video,Not Rated
The Butcher Boy,R
Infamous,R
We're the Millers,R
The Kingdom,R
The Last Seduction,R
Border,R
Breach,PG-13
Colonia,R
Stage Fright,Approved
Two Lovers,R
Battle for Sevastopol,
The Candidate,PG
The Tiger and the Snow,
Time Bandits,PG
The Duchess,PG-13
The Grifters,R
Dave,PG-13
The Great Train Robbery,PG
Matador,NC-17
Chocolate,R
Tucker: The Man and His Dream,PG
Welcome to the Rileys,R
Sinister,R
Draft Day,PG-13
The Ghost and the Darkness,R
Bottle Shock,PG-13
Shoot to Kill,R
Indignation,R
Big Bad Wolves,Not Rated
Wanted,R
The Last Letter from Your Lover,TV-MA
"Extremely Wicked, Shockingly Evil and Vile",R
Christine,R
Marrowbone,R
The Hand That Rocks the Cradle,R
Mermaids,PG-13
Hamburger Hill,R
Zulu,R
The Sugarland Express,PG
A Private War,R
Kingsglaive: Final Fantasy XV,PG-13
The Photographer of Mauthausen,TV-MA
Journey to the West,PG-13
Girlfight,R
Overlord,R
Shanghai Noon,PG-13
The Rules of Attraction,R
Judgment Night,R
Romeo Is Bleeding,R
Ripley's Game,R
Suicide Room,Not Rated
The Exorcist III,R
The Last House on the Left,R
Pretty Baby,R
Get Smart,PG-13
Dumplin',PG-13
Paper Man,R
St. Elmo's Fire,R
Act of Valor,R
Inventing the Abbotts,R
The Game Plan,PG
Shampoo,R
How to Lose Friends & Alienate People,R
Bad Samaritan,R
The Raven,R
Blood Work,R
Under Suspicion,R
Ned Kelly,R
Kid Cannabis,Not Rated
Ocean's Eight,PG-13
Hustlers,R
Look Both Ways,TV-14
Convoy,PG
Queenpins,R
Baby Boom,PG
On Chesil Beach,R
Nurse Betty,R
The Legend of Tarzan,PG-13
Small Soldiers,PG-13
I Came By,TV-MA
Incantation,TV-MA
Youngblood,R
Beerfest,R
Lakeview Terrace,PG-13
Mortal Kombat,R
Magic Mike,R
The Edge of Love,R
Mirrors,R
How to Be Single,R
Harry and the Hendersons,PG
The Sea of Trees,PG-13
360,R
Godmothered,PG
The Corruptor,R
Sucker Punch,PG-13
Immortals,R
Happy Birthday to Me,R
Bird on a Wire,PG-13
Half Light,R
Into the Blue,PG-13
Beyond the Black Rainbow,R
Victor Frankenstein,PG-13
Tokyo Gore Police,Not Rated
Police Story: Lockdown,Not Rated
The League of Extraordinary Gentlemen,PG-13
The Man from Toronto,PG-13
Last Looks,R
Straw Dogs,R
The Relic,R
The Duel,R
The Three Musketeers,PG-13
G.I. Joe: Retaliation,PG-13
What to Expect When You're Expecting,PG-13
Drillbit Taylor,PG-13
Arthur,PG-13
Beckett,TV-MA
Short Circuit 2,PG
Money Train,R
In Darkness,Not Rated
Family Business,R
The Specialist,R
Double Impact,R
I Feel Pretty,PG-13
Milk Money,PG-13
"You, Me and Dupree",PG-13
The Bounty Hunter,PG-13
Lady in the Water,PG-13
Sweet Girl,R
The Omen,R
The Mummy,PG-13
Aquamarine,PG
The Ring Two,PG-13
Big Game,PG-13
Freejack,R
The Circle,PG-13
Ghost Rider,PG-13
Coming 2 America,PG-13
AstÃ©rix and ObÃ©lix: God Save Britannia,
Welcome to Mooseport,PG-13
Infini,R
Mother/Android,R
Psycho,R
The Thing,16+
Masaan,
I Want to Eat Your Pancreas,Not Rated
Children of Men,R
The Wrestler,R
Before Midnight,R
The King of Comedy,PG
Lilya 4-Ever,R
Pandora's Box,Not Rated
Deliverance,R
Smiles of a Summer Night,Not Rated
Lethal Weapon,R
End of Watch,R
On Golden Pond,PG
Wake in Fright,R
The Bishop's Wife,Not Rated
You Are the Apple of My Eye,
Irudhi Suttru,Not Rated
Secondhand Lions,PG
The Art of Racing in the Rain,PG
Flickering Lights,Not Rated
Land and Freedom,Not Rated
Dum Laga Ke Haisha,Not Rated
The Lighthouse,R
National Lampoon's Animal House,R
Law Abiding Citizen,R
Up in the Air,R
C'mon C'mon,R
Green Street Hooligans,R
Searching for Bobby Fischer,PG
A Dog's Journey,PG
Monster,R
Bound,R
Big Night,R
The Gods Must Be Crazy,PG
My Sister's Keeper,PG-13
Woman in Gold,PG-13
What's in a Name?,PG
Three Monkeys,Not Rated
Elena,Not Rated
21 Jump Street,R
School of Rock,PG-13
A Beautiful Day in the Neighborhood,PG
The Ipcress File,Passed
Berlin Calling,
Starbuck,R
Leave No Trace,PG
Miracles from Heaven,PG
The Devil's Double,R
White Oleander,PG-13
Saboteur,Passed
Belle Epoque,R
Lore,Not Rated
Pitch Black,R
Cadillac Records,R
Much Ado About Nothing,PG-13
Two Brothers,PG
Like Someone in Love,Not Rated
Top Gun,PG
The Devil Wears Prada,PG-13
The World's End,R
Love and Monsters,PG-13
"The Gangster, the Cop, the Devil",Not Rated
Nine to Five,PG
Radio,PG
Private Parts,R
The Magic of Belle Isle,PG
The Emperor's Club,PG-13
Bombshell,R
Four Brothers,R
The Last Dragon,PG-13
Street Kings,R
Young Sherlock Holmes,PG-13
Denial,PG-13
The History Boys,R
Flashbacks of a Fool,R
The Outrage,R
Patti Cake$,R
The Girl Next Door,R
In Time,PG-13
The Hitchhiker's Guide to the Galaxy,PG
"To Wong Foo, Thanks for Everything! Julie Newmar",PG-13
Fear Street: Part Two - 1978,R
2 Guns,R
The Good Liar,R
Spring,Not Rated
F/X,R
Cold in July,R
Frequencies,Not Rated
Elysium,R
In the Realm of the Senses,NC-17
Thank You for Your Service,R
Dragonslayer,PG
Fatherhood,PG-13
Outland,R
Luce,R
Louder Than Bombs,R
Sex Drive,R
Friends with Benefits,R
Fire in the Sky,PG-13
Annabelle: Creation,R
Arachnophobia,PG-13
The Clovehitch Killer,Unrated
"Where'd You Go, Bernadette",PG-13
Only You,PG
Oscar,PG
Imperium,R
Beirut,R
Heist,R
Dracula,R
In Good Company,PG-13
The Good Thief,R
Pleasure,R
Explorers,PG
Blue Thunder,R
Archive,TV-MA
Lock Up,R
The Gauntlet,R
Contraband,R
Knight and Day,PG-13
Run Hide Fight,TV-MA
Terminator 3: Rise of the Machines,R
Miss Congeniality,PG-13
Get Him to the Greek,R
Radioactive,PG-13
The Vanishing,R
Death to Smoochy,R
Feel the Beat,TV-G
To All the Boys: Always and Forever,TV-14
Assault on Precinct 13,R
The Limehouse Golem,Not Rated
Upside Down,PG-13
The Principal,R
Special Forces,R
Alien: Resurrection,R
Colossal,R
Case 39,R
Paper Towns,PG-13
Private Benjamin,R
Birds of Prey,R
The ProtÃ©gÃ©,R
The Sorcerer's Apprentice,PG
Nanny McPhee Returns,PG
Fools Rush In,PG-13
The Killer Inside Me,R
Beyond the Valley of the Dolls,NC-17
Poetic Justice,R
Point of No Return,R
The Tailor of Panama,R
Broken City,R
Halloween,R
The Other Woman,PG-13
Automata,R
A Man Apart,R
Captive State,PG-13
Lord of Illusions,R
Asterix and Obelix vs. Caesar,Not Rated
Chinese Zodiac,PG-13
Without Remorse,R
Monte Carlo,PG
Wetlands,Not Rated
Cirque du Freak: The Vampire's Assistant,PG-13
Afterlife of the Party,TV-PG
White Chicks,PG-13
Your Place or Mine,PG-13
Bloodshot,PG-13
Chaos Walking,PG-13
Sabotage,R
Perfect Stranger,R
Dumb and Dumber To,PG-13
The Ice Road,PG-13
Love Happens,PG-13
Wrong Turn,R
Little,PG-13
The Last Summer,TV-14
Shocker,R
Unplanned,R
Kuttey,
Serena,R
All I See Is You,R
The Rhythm Section,R
The Astronaut's Wife,R
Congo,PG-13
Geostorm,PG-13
Flatliners,PG-13
"10,000 BC",PG-13
Bleeding Steel,R
Cosmopolis,R
Eye of the Beholder,R
Fantasy Island,PG-13
Il Sorpasso,Not Rated
Late Spring,Not Rated
On the Waterfront,Approved
Black Swan,R
Deadpool,R
Zootopia,PG
La strada,Not Rated
Jojo Rabbit,PG-13
Cat on a Hot Tin Roof,Not Rated
The Fire Within,Not Rated
Back to the Future Part II,PG
October Sky,PG
Guess Who's Coming to Dinner,Approved
Shadow of a Doubt,Passed
The Children's Hour,Not Rated
The Postman,PG
Ex Machina,R
The Boondock Saints,R
The Bourne Supremacy,PG-13
Wait Until Dark,Not Rated
The Little Prince,PG
Waterloo Bridge,Passed
Always,
The Snitch,Not Rated
Jeremiah Johnson,GP
The Seventh Continent,Not Rated
